Temperature (K),Pressure (Pa),Density (kg/m3)
284.61538461538464,2182051.282051282,1263.8911945541956
284.61538461538464,2256410.2564102565,1264.2217287046528
284.61538461538464,2330769.230769231,1264.5513862368782
284.61538461538464,2405128.205128205,1264.88017286317
284.61538461538464,2479487.1794871795,1265.2080942358589
284.61538461538464,2553846.153846154,1265.535155948183
284.61538461538464,2628205.128205128,1265.8613635351398
284.61538461538464,2702564.1025641025,1266.1867224743253
284.61538461538464,2776923.076923077,1266.5112381867589
284.61538461538464,2851282.0512820515,1266.8349160376904
284.61538461538464,2925641.0256410255,1267.1577613373938
284.61538461538464,3000000.0,1267.4797793419473
288.46153846153845,100000.0,4.3539677258294915
288.46153846153845,174358.97435897437,7.731525456952208
288.46153846153845,248717.94871794872,11.243715708305059
288.46153846153845,323076.92307692306,14.90772609089643
288.46153846153845,397435.89743589744,18.745285027407046
288.46153846153845,471794.8717948718,22.784547050520995
288.46153846153845,546153.8461538461,1242.5539738644363
288.46153846153845,620512.8205128205,1242.9304396524938
288.46153846153845,694871.7948717949,1243.3057182631014
288.46153846153845,769230.7692307692,1243.6798189031354
288.46153846153845,843589.7435897436,1244.0527506643984
288.46153846153845,917948.717948718,1244.4245225256157
288.46153846153845,992307.6923076923,1244.7951433543785
288.46153846153845,1066666.6666666665,1245.1646219090476
288.46153846153845,1141025.641025641,1245.532966840616
288.46153846153845,1215384.6153846155,1245.9001866945282
288.46153846153845,1289743.5897435897,1246.2662899124634
288.46153846153845,1364102.564102564,1246.6312848340776
288.46153846153845,1438461.5384615385,1246.99517969871
288.46153846153845,1512820.5128205128,1247.3579826470514
288.46153846153845,1587179.4871794872,1247.7197017227782
288.46153846153845,1661538.4615384615,1248.0803448741538
288.46153846153845,1735897.435897436,1248.4399199555883
288.46153846153845,1810256.4102564103,1248.7984347291786
288.46153846153845,1884615.3846153845,1249.1558968662027
288.46153846153845,1958974.358974359,1249.5123139485927
288.46153846153845,2033333.3333333333,1249.8676934703724
288.46153846153845,2107692.307692308,1250.2220428390674
288.46153846153845,2182051.282051282,1250.5753693770848
288.46153846153845,2256410.2564102565,1250.9276803230666
288.46153846153845,2330769.230769231,1251.2789828332143
288.46153846153845,2405128.205128205,1251.6292839825862
288.46153846153845,2479487.1794871795,1251.9785907663706
288.46153846153845,2553846.153846154,1252.3269101011313
288.46153846153845,2628205.128205128,1252.6742488260304
288.46153846153845,2702564.1025641025,1253.0206137040236
288.46153846153845,2776923.076923077,1253.3660114230374
288.46153846153845,2851282.0512820515,1253.7104485971158
288.46153846153845,2925641.0256410255,1254.0539317675514
288.46153846153845,3000000.0,1254.3964674039892
292.3076923076923,100000.0,4.291773173095657
292.3076923076923,174358.97435897437,7.6137438525671675
292.3076923076923,248717.94871794872,11.060358957420997
292.3076923076923,323076.92307692306,14.646227018042026
292.3076923076923,397435.89743589744,18.38940897961729
292.3076923076923,471794.8717948718,22.3126911076618
292.3076923076923,546153.8461538461,26.445529604893903
292.3076923076923,620512.8205128205,1228.7594135604365
292.3076923076923,694871.7948717949,1229.1626779405503
292.3076923076923,769230.7692307692,1229.5645615071692
292.3076923076923,843589.7435897436,1229.965075858539
292.3076923076923,917948.717948718,1230.3642324360853
292.3076923076923,992307.6923076923,1230.762042527348
292.3076923076923,1066666.6666666665,1231.1585172688433
292.3076923076923,1141025.641025641,1231.5536676488543
292.3076923076923,1215384.6153846155,1231.9475045101638
292.3076923076923,1289743.5897435897,1232.340038552714
292.3076923076923,1364102.564102564,1232.731280336212
292.3076923076923,1438461.5384615385,1233.1212402826668
292.3076923076923,1512820.5128205128,1233.509928678876
292.3076923076923,1587179.4871794872,1233.8973556788449
292.3076923076923,1661538.4615384615,1234.2835313061607
292.3076923076923,1735897.435897436,1234.6684654563078
292.3076923076923,1810256.4102564103,1235.0521678989278
292.3076923076923,1884615.3846153845,1235.4346482800322
292.3076923076923,1958974.358974359,1235.8159161241665
292.3076923076923,2033333.3333333333,1236.1959808365232
292.3076923076923,2107692.307692308,1236.5748517050056
292.3076923076923,2182051.282051282,1236.9525379022539
292.3076923076923,2256410.2564102565,1237.3290484876177
292.3076923076923,2330769.230769231,1237.7043924090924
292.3076923076923,2405128.205128205,1238.078578505207
292.3076923076923,2479487.1794871795,1238.4516155068784
292.3076923076923,2553846.153846154,1238.8235120392171
292.3076923076923,2628205.128205128,1239.1942766233024
292.3076923076923,2702564.1025641025,1239.5639176779127
292.3076923076923,2776923.076923077,1239.932443521225
292.3076923076923,2851282.0512820515,1240.2998623724727
292.3076923076923,2925641.0256410255,1240.6661823535735
292.3076923076923,3000000.0,1241.0314114907185
296.15384615384613,100000.0,4.23151641895708
296.15384615384613,174358.97435897437,7.500150271171094
296.15384615384613,248717.94871794872,10.884459787268668
296.15384615384613,323076.92307692306,14.396961950323698
296.15384615384613,397435.89743589744,18.05284056854984
296.15384615384613,471794.8717948718,21.870826348330482
296.15384615384613,546153.8461538461,25.87448842986247
296.15384615384613,620512.8205128205,30.09419979634889
296.15384615384613,694871.7948717949,1214.6159861440353
296.15384615384613,769230.7692307692,1215.049291401445
296.15384615384613,843589.7435897436,1215.4809799095017
296.15384615384613,917948.717948718,1215.9110664276272
296.15384615384613,992307.6923076923,1216.3395654985984
296.15384615384613,1066666.6666666665,1216.76649145294
296.15384615384613,1141025.641025641,1217.1918584132086
296.15384615384613,1215384.6153846155,1217.615680298159
296.15384615384613,1289743.5897435897,1218.0379708268129
296.15384615384613,1364102.564102564,1218.458743522415
296.15384615384613,1438461.5384615385,1218.8780117162962
296.15384615384613,1512820.5128205128,1219.2957885516353
296.15384615384613,1587179.4871794872,1219.7120869871267
296.15384615384613,1661538.4615384615,1220.1269198005593
296.15384615384613,1735897.435897436,1220.5402995923043
296.15384615384613,1810256.4102564103,1220.952238788718
296.15384615384613,1884615.3846153845,1221.3627496454599
296.15384615384613,1958974.358974359,1221.7718442507357
296.15384615384613,2033333.3333333333,1222.1795345284513
296.15384615384613,2107692.307692308,1222.585832241301
296.15384615384613,2182051.282051282,1222.9907489937762
296.15384615384613,2256410.2564102565,1223.3942962351027
296.15384615384613,2330769.230769231,1223.7964852621114
296.15384615384613,2405128.205128205,1224.1973272220382
296.15384615384613,2479487.1794871795,1224.5968331152567
296.15384615384613,2553846.153846154,1224.9950137979542
296.15384615384613,2628205.128205128,1225.3918799847365
296.15384615384613,2702564.1025641025,1225.7874422511807
296.15384615384613,2776923.076923077,1226.1817110363222
296.15384615384613,2851282.0512820515,1226.5746966450909
296.15384615384613,2925641.0256410255,1226.9664092506864
296.15384615384613,3000000.0,1227.3568588969056
300.0,100000.0,4.173095241719476
300.0,174358.97435897437,7.3904751845749095
300.0,248717.94871794872,10.71543718997179
300.0,323076.92307692306,14.158779690021065
300.0,397435.89743589744,17.733389582002758
300.0,471794.8717948718,21.454863373714275
300.0,546153.8461538461,25.342387858244553
300.0,620512.8205128205,29.420026441371053
300.0,694871.7948717949,33.71866569776835
300.0,769230.7692307692,1200.0853136556675
300.0,843589.7435897436,1200.5525047387107
300.0,917948.717948718,1201.017788709786
300.0,992307.6923076923,1201.4811845651923
300.0,1066666.6666666665,1201.9427109973215
300.0,1141025.641025641,1202.4023864013711
300.0,1215384.6153846155,1202.8602288818718
300.0,1289743.5897435897,1203.3162562590308
300.0,1364102.564102564,1203.770486074897
300.0,1438461.5384615385,1204.2229355993593
300.0,1512820.5128205128,1204.6736218359745
300.0,1587179.4871794872,1205.1225615276412
300.0,1661538.4615384615,1205.569771162116
300.0,1735897.435897436,1206.015266977379
300.0,1810256.4102564103,1206.4590649668623
300.0,1884615.3846153845,1206.9011808845312
300.0,1958974.358974359,1207.3416302498322
300.0,2033333.3333333333,1207.780428352517
300.0,2107692.307692308,1208.2175902573297
300.0,2182051.282051282,1208.6531308085803
300.0,2256410.2564102565,1209.087064634593
300.0,2330769.230769231,1209.5194061520463
300.0,2405128.205128205,1209.9501695701974
300.0,2479487.1794871795,1210.379368894999
300.0,2553846.153846154,1210.8070179331153
300.0,2628205.128205128,1211.233130295832
300.0,2702564.1025641025,1211.6577194028735
300.0,2776923.076923077,1212.080798486119
300.0,2851282.0512820515,1212.5023805932326
300.0,2925641.0256410255,1212.9224785912002
300.0,3000000.0,1213.3411051697815
303.84615384615387,100000.0,4.116415660883466
303.84615384615387,174358.97435897437,7.284476960513175
303.84615384615387,248717.94871794872,10.552785454356455
303.84615384615387,323076.92307692306,13.93071154958254
303.84615384615387,397435.89743589744,17.429280785223348
303.84615384615387,471794.8717948718,21.061620186719356
303.84615384615387,546153.8461538461,24.843572507111606
303.84615384615387,620512.8205128205,28.794562602810593
303.84615384615387,694871.7948717949,32.938855223215675
303.84615384615387,769230.7692307692,37.30744470129778
303.84615384615387,843589.7435897436,1185.1226106454103
303.84615384615387,917948.717948718,1185.6282924528214
